,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,Total Investment Costs
275,51,183.78496835801167,10.0,0.8946231676309494,39.02718001092938,1.0,0.4862620856410352,75.33577038412042,1.0,0.0281798862902676,315.147989240502,10.0,0.1207269671415793,209.1796744428607,1.0,0.9609561120086876,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,1916113099.137652,0,0.0,0.0,3.4937479820218638,0.0
276,65,337.8828430899819,1.0,0.4681569850197743,135.16920816310954,10.0,0.037323200080499,275.49269895120926,1.5,0.1387769480079107,294.7767865796831,1.0,0.9374526326752392,264.85241043650547,10.0,0.4622769347992911,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1907996707.1010883,0,0.0,0.0,2.320179866951438,0.0
279,52,182.9383383372442,1.5,0.6773335394069895,306.2202929799998,1.5,0.9448849754464392,254.416556838108,1.5,0.210519195838228,249.27124676116597,10.0,0.6562072983847868,325.4474658902208,10.0,0.2131448002166493,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,1237513782.599087,0,0.0,0.0,1.831058987650052,0.0
286,95,147.3982103730718,1.0,0.3548900560299342,247.49985863291545,1.5,0.9562044437850216,266.8114047875703,1.5,0.089931466132403,109.02782285677362,1.0,0.5377756095568288,226.1456318073816,1.5,0.5081273196812706,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,5160796956.72627,0,0.0,0.0,4.770184664531175,0.0
287,4,106.1086497093466,1.5,0.1450598071697683,260.98591920071686,1.5,0.2908148300716094,64.00669118541659,10.0,0.0045207178467454,322.7738231224605,10.0,0.614795227519157,122.0862457304782,1.0,0.1951663880268651,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,5770141474.996368,0,0.0,0.0,5.170975110192922,0.0
290,69,165.92335105367263,10.0,0.3249955603026215,333.23930790931195,1.0,0.6608457344572414,256.4020949370454,10.0,0.2228223638870798,49.25614319843261,1.5,0.7218254184971726,343.3152630254656,1.0,0.0575818118695397,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,3387416986.702274,0,0.0,0.0,2.289788925387296,0.0
294,13,213.16707197258023,10.0,0.5132392521287269,125.34618910484572,10.0,0.1586011317065026,140.15031348276125,1.0,0.0741140709874146,265.8334605798179,1.0,0.7884620315208501,209.42704687706745,10.0,0.9405256614325164,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,2814674842.492281,0,0.0,0.0,3.8843105697266993,0.0
304,92,229.58638252988104,10.0,0.1679510084652854,220.9704815218633,10.0,0.6426325111994425,317.01332808824424,1.0,0.188665664910065,211.57209654796813,10.0,0.9329457765460186,90.61590282822222,1.5,0.0163793500270664,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,3113259542.165225,0,0.0,0.0,2.069888402240084,0.0
310,87,271.8477177647883,1.0,0.1910171429286712,32.62621104616113,1.5,0.2094976231864008,292.747322235567,1.5,0.1814356490194815,209.46552292294385,1.5,0.7026892717319932,211.16684530047223,1.5,0.8066834392034281,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,3032910518.205516,0,0.0,0.0,2.0044920160421382,0.0
315,54,344.47084456180016,1.0,0.4408503429639711,186.56219286945532,1.5,0.5328452955793359,130.2284235834886,1.0,0.0224341925727236,76.0867476380956,10.0,0.3220256275565639,153.8382954368521,1.5,0.9298301666745346,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,2005795556.7197416,0,0.0,0.0,3.838448482156709,0.0
323,33,238.28525834421484,10.0,0.8759618060934573,41.73582079388286,1.5,0.1214649399402905,163.07047022664457,1.5,0.2007412432130081,136.0053032144694,10.0,0.7463233162650704,275.97676082764167,1.0,0.460626976807724,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,2130450368.6536703,0,0.0,0.0,3.1921917763564718,0.0
330,10,266.5445995014302,1.0,0.3124333162490333,64.24363124152947,1.0,0.5293840117553816,77.03982300897538,1.0,0.1142536472221026,66.96374626241163,10.0,0.3200320637405614,118.70326233308032,1.5,0.8390648407225214,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,3708730699.551324,0,0.0,0.0,4.95175370544256,0.0
334,70,179.47111617180457,1.0,0.603980187367911,236.34702422698624,1.5,0.5125623008154282,57.01919549578002,1.0,0.1578520485069135,85.00488252030583,1.5,0.9591217968564418,266.5208620358402,1.0,0.5203526663857891,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,2332233639.7902155,0,0.0,0.0,3.717016437001907,0.0
340,61,238.9784666763209,10.0,0.3653680956433185,305.90444467103674,10.0,0.7658604061108208,320.0258880883535,1.5,0.0849732566861022,202.71349865816288,1.5,0.0702487162950924,213.4591001761796,10.0,0.1353820823002641,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,4458540491.074083,0,0.0,0.0,4.789317238307124,0.0
345,83,148.87899974764048,1.5,0.5924344698380828,46.65960300943625,10.0,0.7756632144462273,151.51627135394804,1.5,0.1309495557374312,294.3724365323288,1.0,0.8471635892577946,232.33646023906385,1.5,0.5072060253300298,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,1778475826.792269,0,0.0,0.0,3.645677265566541,0.0
346,38,158.430188075138,1.0,0.8098387423251436,60.86166346000614,10.0,0.7854502883801949,147.93971731018482,10.0,0.0859398257100252,199.89657459082227,10.0,0.5579431666423771,305.16991801958613,1.5,0.054837988977708,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,1640866961.2626026,0,0.0,0.0,3.524598477979335,0.0
365,71,69.53518557663797,10.0,0.5307889100859993,198.2380363305828,1.5,0.965363675698146,106.92742500621092,10.0,0.1542028346911186,312.9381561214729,1.0,0.0094194461531527,308.17822367507296,1.5,0.0298063340543855,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,1592144283.5222352,0,0.0,0.0,3.608076329392496,0.0
366,84,327.38866673765483,1.5,0.6527509324565746,291.2966381417187,1.5,0.167759129294301,302.2051508285447,1.5,0.0388825240612208,37.2672726208,1.0,0.6434504783386757,117.53574200379198,10.0,0.6707132683324151,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,2833954544.5832214,0,0.0,0.0,3.836928537450549,0.0
367,13,154.076068509346,1.0,0.9016270817925324,282.0489837415278,10.0,0.3101705939201906,327.59256862611926,1.0,0.0443482220752948,248.3402907079094,1.0,0.2560633662136792,168.3525180155801,1.5,0.4370060764060761,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,2245447842.004904,0,0.0,0.0,3.563650493605975,0.0
371,45,106.70919453156394,10.0,0.3011233338064414,160.77500541097714,1.0,0.8242397395769688,39.51051556854152,1.0,0.196893650526428,49.60921422738319,1.0,0.5888684735679866,292.8071472534322,1.0,0.9532781853565409,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,2916105518.370971,0,0.0,0.0,2.7998573059427256,0.0
375,95,192.82898461866952,1.0,0.7059915758715947,94.8488553510241,1.5,0.7888190559830143,335.2056796208664,1.5,0.1259214400855977,284.85431050901417,10.0,0.1429164530240434,212.3849254503935,1.5,0.5581350345209065,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,1931138915.0540264,0,0.0,0.0,3.4948273723542496,0.0
377,61,137.17738295091073,1.5,0.1316430778159489,137.64170913629192,1.5,0.039759557867041,109.355213062218,1.0,0.0242552991430856,293.4002805047372,1.0,0.8204999283884621,70.75758159659188,1.5,0.9326202700370788,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,3770522950.0121737,0,0.0,0.0,5.322042471412591,0.0
384,107,304.28810830086445,1.5,0.1070968640502633,160.95149784688817,1.5,0.2523128495699207,97.18399676709794,1.0,0.0734978252528261,187.86846542748145,10.0,0.053279427121757,241.85639304525688,10.0,0.6775269865179909,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,3048228885.4609337,0,0.0,0.0,2.05185759812968,0.0
388,26,288.3207773267193,10.0,0.6065526494901069,315.0469572911092,10.0,0.2627202130970866,231.1020655220037,1.0,0.0169284883949904,191.0155884144842,1.0,0.4433361299088795,289.11640583634266,1.0,0.0988407110696868,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,2675586881.8570323,0,0.0,0.0,3.759451218794722,0.0
393,83,146.29165979622843,1.5,0.8405671998598975,151.81839139719233,1.0,0.1294958438296825,310.4404797482373,1.5,0.223193242021373,145.0901236127782,1.5,0.8239726697074877,249.71153152433877,10.0,0.1255568610607415,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,2082219561.847176,0,0.0,0.0,2.84296452083153,0.0
395,92,221.5485497405465,1.5,0.2429889648751543,197.95448634252529,10.0,0.5757328257443026,328.90648143892025,1.5,0.0794813999807928,231.532689682162,1.5,0.2977268946446874,333.9585077937196,1.0,0.1660432339564247,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,3745687060.7199287,0,0.0,0.0,2.9140921352930214,0.0
401,108,329.49165230482856,10.0,0.1183024605620584,218.48327741602697,10.0,0.9008067060560084,55.33172507183431,1.0,0.0624784498993486,303.2025777156831,10.0,0.9098632495483902,344.9096742634762,10.0,0.4577654321796331,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,3038763840.2187886,0,0.0,0.0,2.043961977195329,0.0
402,123,34.97694363544846,10.0,0.9502113929886448,108.73807888737672,10.0,0.6032115091026958,313.38636882476925,10.0,0.1744945695472574,48.94739184549435,1.5,0.6015766748312323,244.73917310272185,1.5,0.2912249819207228,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,1628516059.0404215,0,0.0,0.0,3.523002355945134,0.0
409,31,316.2455791072905,10.0,0.2330746574995101,134.8416110829496,10.0,0.1279215203857775,347.36903003151286,1.5,0.0488124773511856,55.4990801695436,1.0,0.9611915306763532,34.33362718965547,10.0,0.2430166757975012,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,3250180996.059203,0,0.0,0.0,3.408373377919266,0.0
411,102,97.186321521429,10.0,0.6300211914446476,32.18785747198076,1.5,0.1620724535338597,309.26879620088107,1.5,0.1786983410747753,79.04591877230811,1.0,0.5719702769815433,123.32684088904112,10.0,0.928057185286918,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,1527238082.62322,0,0.0,0.0,2.9516005772811225,0.0
413,130,143.5267582677424,1.5,0.1439965932086956,235.5156586914712,1.5,0.7090893552087723,139.36897112703662,1.5,0.026203743504172,251.81762304894568,1.5,0.9389933107056172,343.67135981857746,1.0,0.8502027983755942,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413,4663594398.972227,0,0.0,0.0,5.059845701903406,0.0
426,98,266.44975258304896,1.5,0.4051566824764046,238.4467466985203,1.0,0.3638716592162875,44.65400212496471,1.5,0.0437785120539561,53.79045333300334,1.0,0.7007802044073668,319.8976274200383,1.5,0.7856991845480392,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,2594455820.9856844,0,0.0,0.0,4.206769869569785,0.0
429,110,103.45013065046324,1.0,0.3687831294235896,130.6195060155897,1.5,0.6385035182222989,347.91358105440344,1.5,0.1610731635042961,207.1796009614781,1.5,0.7633432507662077,189.5168018709201,10.0,0.7416100762864322,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,3527811415.6828423,0,0.0,0.0,4.789463320816251,0.0
433,112,190.789789478384,10.0,0.7806620880847802,85.36980237433289,10.0,0.7055635576649564,305.6488093099324,1.5,0.0918668119839507,186.24643979129968,1.0,0.7080145148452535,122.3345958914434,10.0,0.8614896627490313,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,1831475111.0881245,0,0.0,0.0,3.626506192697873,0.0
435,95,171.76351023597033,1.0,0.4897093476693293,309.1913028324061,1.5,0.0649597662551778,330.4164652227977,1.0,0.0342090763559784,104.51929991433272,10.0,0.4800474902967999,334.6432792910504,1.0,0.3128422991730125,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,3180077073.4243994,0,0.0,0.0,4.178632276111244,0.0
441,119,82.5048762977159,1.0,0.7309724727713814,245.8269536485093,10.0,0.7479475693831252,212.5641520332552,1.5,0.0203929224921053,170.12470526697243,1.5,0.7574431363680869,92.32199551546512,1.5,0.9628010484486684,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,1939132158.182612,0,0.0,0.0,3.619309005774836,0.0
449,41,98.97280411201363,1.5,0.5375857886392128,297.0320716127026,1.5,0.6715540581887673,316.40300907666506,1.0,0.1009495555777234,309.71339929390774,10.0,0.1286515466661859,105.44031391657606,1.0,0.7984519397158827,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,2273880733.540185,0,0.0,0.0,3.63648765458074,0.0
453,41,230.2483012486505,10.0,0.5204783684229445,288.31145770606264,1.5,0.8870255109990045,315.96826302727214,1.5,0.1688239415289316,86.1717141773589,10.0,0.6064710325866968,237.4411222191709,10.0,0.8134526328129675,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,1723846724.615811,0,0.0,0.0,2.700425082526332,0.0
455,12,302.4727343638989,1.5,0.153738374735659,123.23165457898514,1.5,0.1836492382019391,259.4626805605253,1.0,0.0531827428453894,149.64745440941843,1.0,0.5796039875584785,132.45334269438308,1.0,0.9920253774255456,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,3556712758.8716154,0,0.0,0.0,2.320833442039268,0.0
457,128,334.7566159266213,1.5,0.197985261746885,328.2188329281757,10.0,0.3935837524875378,331.41310074414235,1.5,0.0321833649615826,58.34715679572946,1.0,0.4443542456283746,224.3824259265281,1.5,0.8216025159869115,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,3370400241.3531046,0,0.0,0.0,2.949818657844854,0.0
465,103,298.6159259465236,1.5,0.7523116754138963,222.7077046849698,1.5,0.4540593915267649,199.58246457013783,1.0,0.1481513710675527,250.1475399737187,1.5,0.8709689579650813,71.61169026830206,10.0,0.863622803367973,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,2234367069.5290284,0,0.0,0.0,3.6107907020553327,0.0
467,38,300.1377835568022,1.5,0.5298924587322917,251.68905995039512,1.0,0.760775485826135,208.25339676733785,1.0,0.1199415750209225,31.360472187139145,1.0,0.3360540237310012,173.9867673147887,10.0,0.7719492738419108,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,2028865218.958594,0,0.0,0.0,3.620776021191755,0.0
471,54,233.98282237108745,10.0,0.2593892762392293,283.6932704074097,10.0,0.8358399542323742,89.28407208929855,10.0,0.0541989176216155,46.15004416376699,10.0,0.4459730258806409,303.27470816443235,1.0,0.7609292084371342,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,5564889153.926533,0,0.0,0.0,4.90884150559285,0.0
473,125,330.1444266736441,10.0,0.3825919336684327,179.9384475494011,1.0,0.5981001760118934,142.5704428743443,1.5,0.0760850661540179,164.4909198128014,1.0,0.4322255073158905,86.28264584148116,1.5,0.8432158975091197,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,3261470537.3291955,0,0.0,0.0,4.369076486512213,0.0
490,53,260.4191854082099,10.0,0.9993995519224068,267.66054692469504,1.5,0.1933753746993366,178.11226006515372,10.0,0.0069606011735747,63.88619497400243,10.0,0.4579668009742445,262.9517702643425,1.5,0.8925798299989821,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,3270981668.374939,0,0.0,0.0,3.798895866530644,0.0
497,9,202.5662777855531,1.5,0.921993364441126,277.6877943578114,1.5,0.5242638725415556,251.38431417901745,1.5,0.2215022014338973,195.22669119831616,10.0,0.4762905594208773,65.11889282859855,1.5,0.6092973539041845,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,1238425390.080496,0,0.0,0.0,1.8573518653886247,0.0
504,76,68.78253639649589,1.0,0.4753865965688875,32.490748714040066,10.0,0.1901197131653584,215.22403273662889,1.5,0.1067050640658947,129.1348351908939,10.0,0.0161865259631373,331.33160456143173,1.5,0.3852569907462597,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,3157620005.1254425,0,0.0,0.0,4.048260718550428,0.0
506,91,125.67142088165568,10.0,0.7663152603276226,240.43152509435487,1.5,0.1135427647450569,37.23066605910268,10.0,0.049733838222941,260.0312949388502,1.5,0.6071832915597107,44.37486231382039,1.5,0.4365439277460339,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,3482665995.708904,0,0.0,0.0,4.057777248616155,0.0
507,129,262.079968954831,10.0,0.4205985245116851,220.4860574765312,1.5,0.6800285987753812,153.8747159262054,1.0,0.0502340317017407,282.6930779703087,1.0,0.3256367397032295,218.38546905917224,1.0,0.5356941750773607,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,2765113418.4003525,0,0.0,0.0,3.8227684548174663,0.0
523,132,83.64498143011585,1.0,0.1733507813668762,308.172961562508,1.0,0.7950498591733338,200.3453788395542,10.0,0.1521409847360716,120.79763469754096,10.0,0.934555680020194,133.99126716294927,10.0,0.9522699879429136,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,3388083540.9825315,0,0.0,0.0,3.2398519803089405,0.0
524,30,342.16397273448683,10.0,0.8749643176221789,326.6900641274236,1.0,0.7945868903162353,67.73405334684712,1.5,0.0108094904056081,209.61812266803167,10.0,0.0212856605008949,114.63596524418983,10.0,0.3073953450866949,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524,2066369135.0946524,0,0.0,0.0,3.5785807259186657,0.0
528,62,89.54715857781487,1.0,0.2752452926238697,215.12198346379336,10.0,0.6431158006093313,162.65773444079483,1.0,0.0151311321685738,139.2101475197411,1.0,0.7016597122903454,64.45686391148332,1.5,0.0808379616291709,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,4177652765.579458,0,0.0,0.0,5.2287849982911165,0.0
532,114,71.02154307340732,1.0,0.2166923832419266,178.26974468769097,1.5,0.2470213570488757,153.6435806593436,1.5,0.1012835137345279,144.4492464736403,1.5,0.7850696546457415,135.67936141867125,10.0,0.8408700337058236,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,4237885964.689677,0,0.0,0.0,4.398318313712406,0.0
534,3,55.45479772299399,10.0,0.2496235748571468,287.5632373630086,1.0,0.6536891760486153,118.34871231131471,1.0,0.0516610956009672,204.7598614594201,10.0,0.1723986741772419,323.2586361637292,1.0,0.4862065256222709,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,5316150301.683071,0,0.0,0.0,5.301249432788872,0.0
541,132,242.62974808404465,1.5,0.6759338529526764,187.5789002659879,1.0,0.6114183855584007,344.07673520433195,1.0,0.0522656784896967,110.39444422692206,1.5,0.827636450343124,212.74214710019737,10.0,0.5324398390326285,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,2489826557.8826118,0,0.0,0.0,3.605255333969896,0.0
542,34,345.5190773691808,10.0,0.9201222254322584,262.85806370612966,10.0,0.5432166789939635,253.65736299336123,1.0,0.0191344952198363,85.18507078728182,1.0,0.0302431824816097,340.5174205352969,1.0,0.9893689375313588,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,1983696982.7865076,0,0.0,0.0,3.617045618542193,0.0
545,122,254.5088245018116,10.0,0.5627294384948983,233.71842596059057,1.0,0.163499071973885,229.9338707588344,1.0,0.1776859771055396,116.5269254410564,1.5,0.2651633828435197,338.88350246200383,1.0,0.6295858159040015,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,1700827635.155865,0,0.0,0.0,2.944347646908522,0.0
546,18,307.23397402917,1.0,0.6349508243070296,40.30427668455144,1.0,0.4821077845646798,279.89174385801005,1.5,0.1200242908790677,169.11931472550805,1.5,0.2382792715985505,33.751426935931086,10.0,0.6033512867661794,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,2053704502.2449064,0,0.0,0.0,3.6575301929690927,0.0
550,130,338.58104134846207,1.0,0.8166887597675807,30.104211959070525,10.0,0.2213011426176029,89.89092804082568,10.0,0.2099525653338545,300.8376373968545,1.5,0.5875454027782261,138.14725622600918,10.0,0.3086851273875747,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,1703211017.2352402,0,0.0,0.0,2.774759837389729,0.0
553,77,96.2239660167942,1.0,0.4292379795332999,129.94952341390703,1.5,0.941926388313988,289.9372599624855,1.0,0.2046538377261367,101.47782554157146,1.5,0.8136041600395115,176.5263785993908,10.0,0.6765146893162303,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,2066124205.3331015,0,0.0,0.0,3.000763029110132,0.0
554,56,109.64050516819972,1.5,0.3506818445449376,337.93007062208164,10.0,0.2336506356413704,187.20695368274872,1.5,0.071686749634767,272.9974035092061,1.5,0.8106883392396267,209.62453997444695,1.5,0.0268739240719019,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,4555194171.111443,0,0.0,0.0,4.859237665203684,0.0
556,60,31.942955067639268,10.0,0.3057652219557318,297.343729607714,1.0,0.4299813346281398,81.90659840033669,1.5,0.1899005924545166,256.1677351336908,10.0,0.2439772722935784,154.82532444644912,1.5,0.2986536624585519,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,4117175435.604532,0,0.0,0.0,4.523632479001682,0.0
