,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,Total Investment Costs
559,18,33.81367763517228,1.5,0.5228307890949397,127.52871764553107,1.0,0.333181600457718,99.12005348566969,1.5,0.1032033184929909,50.152358952583214,10.0,0.7694153785664527,239.05845778719996,1.0,0.8386895100895099,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,2591560641.0025067,0,0.0,0.0,3.786899804186705,0.0
560,111,66.4725161206708,1.5,0.5717506625383197,293.4070826069434,1.5,0.0049625236024763,150.08258096620705,10.0,0.1412437233347304,307.6321484196433,1.0,0.3484931650413403,94.30657232766038,10.0,0.0936766923825311,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,1263658584.8339598,0,0.0,0.0,0.9283194487996858,0.0
561,66,336.9812979083904,1.5,0.2059206371549553,125.91515618846216,1.0,0.6652683157049142,108.06959318145688,10.0,0.1794304039087625,303.60133476142937,10.0,0.0509382303142893,150.95099335247244,1.5,0.398421883844331,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,2219122377.5065627,0,0.0,0.0,1.8741526814048668,0.0
563,19,311.2452475205073,10.0,0.5018901020403,346.31279505197193,1.5,0.5638984774210796,39.86966983106705,10.0,0.1498241954423837,211.4174836566173,1.0,0.7456261886225279,281.9378381042152,1.0,0.2366640792388618,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,2443982574.103301,0,0.0,0.0,3.6033593889147246,0.0
565,36,305.0400524114358,10.0,0.5218959234146693,74.30786524926489,10.0,0.0494084668554597,107.19751154569455,1.5,0.0099219270102149,236.6795880990491,1.0,0.4334190815737724,202.02067436891997,1.5,0.6286642981844833,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,2888023843.572284,0,0.0,0.0,4.193432258132346,0.0
580,83,67.07842911063867,1.0,0.6151823589161807,293.9486253464981,1.5,0.3987033417417088,104.98544810648666,10.0,0.0030516000170561,311.5169315002471,10.0,0.2293395127230419,204.94372356305217,10.0,0.8443464253497138,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,2191858870.5766783,0,0.0,0.0,3.7152276685831063,0.0
586,51,152.59305098975454,10.0,0.4861737439169347,96.65462979446012,10.0,0.5801264621116891,94.73149011474284,10.0,0.1851394039368385,347.12458414459127,10.0,0.3956026298209997,65.2943546548269,10.0,0.4321102453706039,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,1963613378.3035305,0,0.0,0.0,2.645438923722596,0.0
588,93,222.0945760204021,1.5,0.8702491029862909,101.1725385270937,1.5,0.7961639256141755,201.86148593971365,1.0,0.1115052762298652,176.3550192993247,1.0,0.9482955750118928,286.6014407055874,10.0,0.9954222276718928,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,2015793270.1261687,0,0.0,0.0,3.56602496324568,0.0
590,15,136.47859345453546,1.5,0.8969352515707373,80.39328182344418,1.0,0.5515380819329492,288.6062084311088,10.0,0.0371558667543297,281.27583412902743,1.0,0.2057341450713251,277.8858699898778,1.5,0.3598832937045684,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,2663719171.88036,0,0.0,0.0,3.5688599031476915,0.0
596,96,35.401247297569164,1.5,0.1081337312971217,244.1144017179156,1.0,0.3658700216438393,215.55331484944804,1.0,0.1370329202003972,340.5437554972007,10.0,0.7226518909045545,50.187220892808014,10.0,0.4972020654459875,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,4831067944.859962,0,0.0,0.0,4.535169247131641,0.0
597,72,161.81113901251226,10.0,0.6465478430973064,163.56311388351557,1.0,0.4133475710996528,88.75542835332493,1.5,0.1128669674739194,33.612986942665,10.0,0.3170227362345418,84.54384139106175,1.5,0.2042061207085236,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,1765245132.671543,0,0.0,0.0,3.6858444918147386,0.0
598,84,105.40547711706049,10.0,0.1424780800065869,116.17680698436588,1.0,0.6648689006229522,165.18884857032606,10.0,0.090047014199187,297.3620535223361,1.5,0.669026595465397,287.7338275519421,1.0,0.5482155071108132,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,3128600639.149038,0,0.0,0.0,4.208880704306411,0.0
599,122,339.23089877871763,1.5,0.8381966537454543,332.9206487789074,10.0,0.3289444314871033,248.23995869347692,10.0,0.1949869486751044,197.473283962744,1.5,0.4772681408632545,75.03034413734615,1.5,0.883031519034166,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,1760106975.7416823,0,0.0,0.0,2.681023669669064,0.0
602,60,328.40018827015274,1.0,0.6445697214019607,76.7707998745762,1.5,0.6947253457956946,178.19160636475505,1.5,0.1091303870933692,329.4478181618045,1.0,0.4867838694783707,259.4062302329508,1.5,0.9867837733641812,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,2032964730.7665503,0,0.0,0.0,3.659331428959815,0.0
610,22,202.1598029686621,1.0,0.2790956240796129,263.8065935591013,10.0,0.9905917706708448,182.47565952603128,1.5,0.0354643250543157,109.71228580677749,1.5,0.0251168255352076,247.93680408001524,1.5,0.8765705409306301,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,5181526516.528612,0,0.0,0.0,5.060876505633038,0.0
611,33,93.9499066016643,10.0,0.6856634392209181,194.5137542488302,1.5,0.7515546919235632,284.54418777190585,1.0,0.2195869391476242,125.79884113915674,10.0,0.7642286054052118,241.3252956246435,1.5,0.139134443384446,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,1298601782.8718705,0,0.0,0.0,2.72462198141208,0.0
615,44,157.8759289374277,1.0,0.7022350838000221,299.56410944906384,1.5,0.4617125056098964,210.84600318701067,10.0,0.1564263359762532,338.1098327864897,10.0,0.465905149329546,329.5795439879242,1.5,0.7786329411318597,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,1541086614.6207938,0,0.0,0.0,3.502937052618611,0.0
621,36,258.7537795307797,10.0,0.6618169512859412,90.61048802308244,1.0,0.2917952306764811,120.07673119743032,1.0,0.2242238659304011,180.53252403569263,10.0,0.5593044507057784,159.02211933465654,10.0,0.3917963630412377,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,1226942848.306072,0,0.0,0.0,2.015765656757388,0.0
628,37,97.77703202295356,1.5,0.1997284549698826,304.2820811400873,1.5,0.9854188201178624,280.8768558757137,10.0,0.1160459713025897,45.26970605496656,1.0,0.2622567547380767,177.99880181664423,1.0,0.8054710804606957,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,3155620868.4093857,0,0.0,0.0,4.265410183844021,0.0
634,94,42.42273231244809,1.5,0.7778054909864938,335.4196127011217,1.0,0.5332609458291191,131.9261501056833,1.0,0.1629378262331878,108.60334028719298,10.0,0.0393505670628896,206.24459491097605,10.0,0.3712810147924629,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,1454205123.6969142,0,0.0,0.0,2.611221356254388,0.0
635,78,298.9333083059728,1.0,0.1696087898223188,226.41602314749008,1.5,0.2796804919699073,186.1375299008321,1.0,0.0149294822275091,94.49537850677592,1.0,0.893802324561499,206.4057038630854,1.5,0.6267563102242049,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,3480015901.866882,0,0.0,0.0,4.013654848616667,0.0
642,130,129.49399385024853,1.0,0.6116385675852068,127.7301539582984,1.5,0.6045356493511722,112.81696264899524,1.5,0.1998845371204325,277.32864338085074,1.5,0.734773370041938,291.8113219107912,1.5,0.5468390179450301,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,1672299844.9353104,0,0.0,0.0,2.650607089971412,0.0
643,73,64.3827119453648,1.0,0.5260145834073103,155.63103242804272,1.0,0.0302499800821727,215.95309710021883,10.0,0.1345014012176275,33.079132680342056,10.0,0.8024540714365054,341.7375708587012,1.5,0.9599672605962658,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,1397649564.710785,0,0.0,0.0,1.5855426202476983,0.0
650,50,149.71370362525138,10.0,0.6878759041848808,128.80187318859146,10.0,0.5771646859647185,61.75295779972243,10.0,0.0010453536592159,184.32022675278137,1.0,0.8696649291968306,308.4945093811337,10.0,0.0420182509132982,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,3402642227.246502,0,0.0,0.0,3.93254583063788,0.0
664,59,209.474096861523,1.5,0.3491546906573013,222.4674454447032,10.0,0.0419690733599153,281.9980867180742,1.5,0.039594088789224,188.8880719901778,1.5,0.2589547472683528,193.92058470022647,10.0,0.3700041133961166,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,5671025472.054323,0,0.0,0.0,5.364213181878463,0.0
667,60,244.31761925504475,1.0,0.5073435943228817,50.246714744291495,10.0,0.3384843772897418,91.89173308382723,1.0,0.1841069486651204,64.43145320793283,10.0,0.1597661713035729,316.4391088553841,1.0,0.1938112800004792,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,1692221839.6524491,0,0.0,0.0,2.9048075318603663,0.0
674,115,73.9221684828486,10.0,0.9708037176243662,301.15349007504403,1.0,0.5939846635996978,141.67159292355666,1.5,0.0704249038495103,127.52250951028932,1.0,0.8090711253436913,197.8168491198251,1.5,0.3375071401630995,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,2174302556.9537377,0,0.0,0.0,3.539008639762564,0.0
675,10,276.7166552597052,1.0,0.5415343023515474,157.26071815531265,10.0,0.3512294678481565,80.62550117254483,10.0,0.0806954795758693,343.3216034359378,1.0,0.3169574825230739,51.4255255427867,1.5,0.8527307028865556,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675,2172708196.48708,0,0.0,0.0,3.789566231635964,0.0
678,52,200.09243224826125,1.5,0.5591852428277325,288.7276839979962,10.0,0.6784069524537447,100.1467764481464,10.0,0.2084402662061756,178.45220825705488,1.5,0.1842590947308793,123.75922344579988,1.5,0.1928018949699351,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,946912220.1019298,0,0.0,0.0,1.903762590890068,0.0
683,53,277.1364281538058,1.5,0.839889106838282,145.9835097329795,10.0,0.661719463342904,271.158202824316,1.0,0.0773605442817074,171.2045026791439,10.0,0.5286731255883036,66.48383687487052,1.0,0.975492889470004,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,1807885517.900312,0,0.0,0.0,3.578858235997153,0.0
688,44,131.57224779999768,10.0,0.6282436777135986,336.8509629460248,1.5,0.8683079512778568,193.9771424155353,1.0,0.1291838674544314,307.0001161116821,1.0,0.8282703379834718,140.89609633139474,1.5,0.7016163684992396,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,2222207664.276117,0,0.0,0.0,3.6060535204199486,0.0
691,113,88.41903930478712,1.0,0.800034102048708,290.5979322553274,1.0,0.0074920448745297,49.24907730611911,1.0,0.030411994352585,238.12975789922837,10.0,0.9504861949971816,247.3839459447788,10.0,0.6502878010640132,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,1953162665.452211,0,0.0,0.0,2.7418393737518656,0.0
693,116,113.48056409009251,1.0,0.4702531639850228,349.406008120702,10.0,0.145822681808673,124.21435547710834,10.0,0.0989613587152389,120.29213138229676,10.0,0.4146004839866305,113.94143594536112,10.0,0.3016387199516942,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,2916704685.1590185,0,0.0,0.0,3.9636867113879175,0.0
696,39,151.82191364764748,1.0,0.1290188210248171,131.78227278137228,1.0,0.3312086331361704,299.1555200018165,10.0,0.1394706002355909,208.86836820165252,10.0,0.7621253053568456,215.30793641960116,10.0,0.5803349198021571,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,2387555951.406188,0,0.0,0.0,2.546523520118801,0.0
707,63,264.51507080652715,1.0,0.2860706810538999,275.94099609347467,1.0,0.2575718071776074,338.6056260588281,10.0,0.1669146385643632,239.2158135493146,10.0,0.6987304323792219,43.335226203805625,1.5,0.6747757768171833,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,3668435649.8897614,0,0.0,0.0,2.434637869422943,0.0
708,113,264.7899774278684,1.5,0.4412218679948084,52.50244328301197,1.0,0.5534366654489934,101.18068907913543,1.0,0.1189690359506736,59.43964226566944,1.0,0.9973562732436728,73.48339423444199,1.5,0.4990908646690799,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,2451113658.160312,0,0.0,0.0,3.829944683982705,0.0
711,35,102.75010883186296,1.5,0.6928823415455413,247.2219327205593,1.0,0.4224880574558916,43.684293128899085,1.5,0.2029981779286915,142.9127227589196,10.0,0.8012845130959715,107.46092593454505,1.0,0.229012730980694,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,2096764581.4919364,0,0.0,0.0,2.8532812388175097,0.0
712,64,174.81279547473451,10.0,0.959318786919725,218.2018807401581,10.0,0.08970180532893,249.17708210952867,1.0,0.2168385087408412,243.39403023264168,1.0,0.3286692953665964,184.9128539076144,1.0,0.6115855995762937,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,1334380871.011556,0,0.0,0.0,1.503957345560644,0.0
726,16,258.9357716316103,1.5,0.8768332165289594,136.71344836049008,1.5,0.1436005187193582,140.51906948092628,1.0,0.2118758796776974,124.56343099068258,1.5,0.5242197286069457,63.11969941996392,1.0,0.9421468600544268,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,1605351522.544577,0,0.0,0.0,2.985082636501733,0.0
737,36,70.94706909131921,10.0,0.1615076115655992,73.29203170265468,1.5,0.2590559704064203,302.8828025912437,1.5,0.1326522081028109,127.60132354807334,1.0,0.9534214765780752,124.10982723193244,1.5,0.997650611577288,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,3744864768.9527454,0,0.0,0.0,3.610400721306325,0.0
744,55,326.7148841468233,10.0,0.6270818621671976,111.40022322236764,1.5,0.7274316540569883,153.41246176944338,10.0,0.1539949762578879,163.74260514822316,1.5,0.2180784122102455,242.41622036625952,1.0,0.0842444687986109,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744,1879705356.1366143,0,0.0,0.0,3.2707436996528503,0.0
755,132,336.26934551636015,10.0,0.5192065945175326,78.89243445915898,1.5,0.4280668010715923,314.155788037641,1.5,0.0475020628809714,156.2657961920002,10.0,0.9930691879755732,102.89813273726595,1.5,0.0048866474406424,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,2137456056.6193569,0,0.0,0.0,3.742450610469872,0.0
758,85,288.2118968656023,1.0,0.1356697015771851,122.0866209926357,1.0,0.75083667267081,201.20851275941988,1.5,0.1315124449137535,43.62843292544476,10.0,0.4085883674240058,48.70093408245452,10.0,0.6229411389474834,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,3121652107.832976,0,0.0,0.0,1.9568925423988803,0.0
764,99,89.99310356752932,1.5,0.5323721102882051,291.89924226824576,10.0,0.7083027201732868,137.44538186533816,10.0,0.0612958565627479,35.417321721000526,1.5,0.4366621240207905,210.88743701113216,10.0,0.3679773333181488,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,2065841062.148711,0,0.0,0.0,3.698018918148872,0.0
777,58,150.55322334824467,10.0,0.7098290294567295,311.4455855015813,1.5,0.8856232126755199,160.60021353147596,1.0,0.0828481163735011,69.02079751003058,10.0,0.0237397808399712,185.52219190609816,10.0,0.1884174693759369,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,1953552224.5298731,0,0.0,0.0,3.5973797363846383,0.0
782,31,94.63563721619126,10.0,0.2601575780004248,334.67839051768226,1.0,0.3974030176143446,68.81318829808609,10.0,0.2058296512847381,66.00436594325251,1.5,0.0854700204260146,128.72074820653123,1.0,0.5509904098886886,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,2520416853.601649,0,0.0,0.0,2.8177230412983985,0.0
788,83,250.20508352895948,1.0,0.3538264496942603,269.7014994694646,1.0,0.8088316796220091,189.16836584630795,1.5,0.0600445124869212,138.11678894712597,1.0,0.0050675133856259,111.051085687141,10.0,0.0222959676990471,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,3579699200.269113,0,0.0,0.0,4.7652015431591455,0.0
791,8,166.51768240294487,1.5,0.905113109523524,139.70161638954767,1.5,0.666514364086213,198.5371449201485,1.5,0.1025877501352276,78.80072535371949,1.5,0.8850305649089445,131.9628614065695,1.5,0.7697184916286754,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,2198386546.379581,0,0.0,0.0,3.599818527143136,0.0
797,130,314.59914191330245,10.0,0.6206016058017498,76.35714632692914,1.5,0.5791972281484047,257.15540419163034,1.5,0.0185382819814982,36.67196319084496,1.5,0.7995184542867795,207.2063719104317,10.0,0.7326607826293765,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,2073448963.627184,0,0.0,0.0,3.5717406557606424,0.0
804,60,253.98263245087944,10.0,0.5794177356513724,181.577933514466,1.5,0.0122808162354044,178.89688999471502,1.0,0.1458286570908187,339.15778957588304,10.0,0.981957688138888,63.84122451310633,10.0,0.4042122005888287,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,876194161.4608365,0,0.0,0.0,1.0080462509796966,0.0
805,59,88.21065579086314,10.0,0.8587572835855115,82.78107411537957,10.0,0.9914325698502608,195.92217215765373,1.5,0.1076153965382726,347.08303317496626,10.0,0.7035044693983723,119.94422136226396,10.0,0.2480218421061443,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,1934514204.6635287,0,0.0,0.0,3.559631385804573,0.0
811,84,181.19966239383064,10.0,0.613373515769661,164.32045570342555,1.5,0.3417101546096802,34.83293381987838,10.0,0.160775963586823,103.4827366193453,10.0,0.803853389234426,208.10244508670976,1.0,0.4739018981805167,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,1266201418.4342318,0,0.0,0.0,2.762796744656508,0.0
815,14,111.68594251548312,10.0,0.2551020732412793,70.88745492721858,1.0,0.0577331682641225,183.37191736974827,1.0,0.1364657529888062,300.6816814943604,10.0,0.7593025227176734,109.03478187820484,1.0,0.9073862033360098,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815,3831957013.238203,0,0.0,0.0,3.322179764296924,0.0
821,45,112.2176296879013,10.0,0.7428278498765531,346.5662246436442,1.5,0.7230577564101519,233.43497328714048,10.0,0.0550894328145746,70.040614448089,1.5,0.3079896179183743,267.82549161231765,1.5,0.3471744545244177,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,2084931376.8370447,0,0.0,0.0,3.611155300817967,0.0
822,70,211.10974815353148,1.5,0.4959698492921338,43.15814476774669,1.0,0.0469326195165762,157.35505980123625,1.0,0.1951932880087056,215.168741402587,1.5,0.8356371750245476,221.92594670106945,10.0,0.2336616202652675,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822,1669454609.764389,0,0.0,0.0,2.427122494158369,0.0
832,94,155.33923848752025,1.0,0.1260054454109523,91.64953573446708,1.0,0.2631331562088063,185.5385566001721,10.0,0.0050710269735399,329.9369826108624,10.0,0.1068240451250845,330.5855726481297,10.0,0.9777689012887268,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,4432992227.5661335,0,0.0,0.0,5.061205840925272,0.0
845,15,246.4367541198756,1.5,0.1527475356875865,326.4414607182639,1.0,0.3002117243766389,132.4751174916355,1.0,0.0029427011728706,183.4875880207891,1.0,0.3264762741676896,294.1458256569172,1.5,0.0035615333227353,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,4945421095.485703,0,0.0,0.0,5.047040735876512,0.0
848,124,126.06480013487628,10.0,0.7457643970826319,227.5517102718379,1.5,0.1686589534990345,98.52081900838678,1.0,0.0179024174511559,34.86340665290945,1.0,0.8658334041400997,63.341131271984345,10.0,0.912622811821178,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,2668210024.83625,0,0.0,0.0,3.8327953406494784,0.0
852,24,275.6675106441847,10.0,0.4454459393179043,79.51873902972108,1.5,0.2718025298376572,298.5419971174037,1.5,0.1901898615365921,31.96196673900201,1.5,0.9291152377504902,346.971341118049,10.0,0.1716443779823591,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,2418853525.170289,0,0.0,0.0,3.23313200094206,0.0
862,75,252.77265550838672,1.5,0.5042996867171822,239.6013269953897,1.0,0.4992472101528383,180.09322786495056,1.5,0.0659921234150927,206.4657328955509,10.0,0.9648495453264124,76.55227265251573,1.5,0.7218707151972836,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,2191875366.8137894,0,0.0,0.0,3.656730022625478,0.0
869,30,289.9262101774646,1.0,0.8217145651506037,142.40001629460403,1.0,0.2803689200580099,152.60452044959635,1.5,0.1693282738982675,282.85600718305784,10.0,0.2781871725782091,129.09061835266544,1.0,0.5042032272076591,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1869,1638748738.8607135,0,0.0,0.0,2.777757234826163,0.0
870,82,120.1201508566104,10.0,0.239947471403176,346.8050177291455,1.0,0.2428391318502215,107.5314017644364,10.0,0.1975099734888487,253.47240240451617,1.5,0.8375571155736892,146.4487993305747,1.0,0.5998030608087713,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870,3404277013.588666,0,0.0,0.0,2.610572524636946,0.0
