Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
176781697.1088554,108005387.50442791,61400000.0,9922.262983565646,0.03571346261936055
84805235.4817792,108005387.50442791,61400000.0,4861.398887290064,0.009054172597189481
104418106.58186042,108005387.50442791,61400000.0,7990.548863673654,0.013483469731933234
1432518824.3556197,108005387.50442791,61400000.0,14380.454691635416,0.1087726377174684
80297374.95996253,108005387.50442791,61400000.0,4693.5589948985635,0.009369745320396855
92645425.4527981,108005387.50442791,61400000.0,4892.889382406314,0.008880359479035194
106420440.06473538,108005387.50442791,61400000.0,4417.784514508137,0.012659573731633917
67355717.5382928,108005387.50442791,61400000.0,4153.7733983004,0.005442639052218454
305173701.8723586,108005387.50442791,61400000.0,24179.69906138427,0.04329074195725102
44609575.283213034,108005387.50442791,61400000.0,2307.0043636744595,0.004319627133011653
400214457.25990456,108005387.50442791,61400000.0,24252.773858594996,0.043551445091616015
285438775.5073633,108005387.50442791,61400000.0,11183.741311306483,0.032022784401994145
4009860022.637265,108005387.50442791,61400000.0,56411.899367046,0.27805623331500795
518900384.4229603,108005387.50442791,61400000.0,32954.248093635026,0.0554386266754663
473175595.9485935,108005387.50442791,61400000.0,35548.47488995946,0.06003337134397667
171827832.14115793,108005387.50442791,61400000.0,7293.767001936256,0.030065397255834552
423082821.74117553,108005387.50442791,61400000.0,28035.474751569836,0.06052391466131345
58480697.17594366,108005387.50442791,61400000.0,3699.6559660081175,0.004401944637638479
745936087.0723599,108005387.50442791,61400000.0,41628.50539844253,0.14963872612359672
36067230.59229851,108005387.50442791,61400000.0,1921.081027784151,0.005402318855085292
85226479.32343218,108005387.50442791,61400000.0,4723.741009595799,0.00950698268325932
1098485639.4724975,108005387.50442791,61400000.0,9588.063946795079,0.07225754488797571
424964889.9997622,108005387.50442791,61400000.0,26881.647046487924,0.04511002982175394
86638063.85250235,108005387.50442791,61400000.0,5733.838883010667,0.005558773129644657
51877380.54489519,108005387.50442791,61400000.0,2977.513697799815,0.006832569195314045
80090790.98181255,108005387.50442791,61400000.0,6786.465696875461,0.006726825212949653
233820211.03896162,108005387.50442791,61400000.0,3270.5730482336203,0.020007723976812237
115619483.37721413,108005387.50442791,61400000.0,6273.8580128180665,0.009431517105990685
134113449.24326795,108005387.50442791,61400000.0,6798.277410430117,0.02466784815422419
239204862.0222387,108005387.50442791,61400000.0,18842.987133951596,0.029560551014898604
280407701.2059008,108005387.50442791,61400000.0,15600.534973326929,0.030679202430105773
40433042.248583905,108005387.50442791,61400000.0,2870.3059474510574,0.005864445687700991
86416306.99862246,108005387.50442791,61400000.0,4933.03404487652,0.016559467818063184
10769627.128536742,108005387.50442791,61400000.0,567.389041327479,0.0018428510144464882
939063139.4504418,108005387.50442791,61400000.0,47558.56039042193,0.16401988708778673
215701798.90652362,108005387.50442791,61400000.0,11344.491050926466,0.028398704482499783
721684478.9842339,108005387.50442791,61400000.0,6818.892104304214,0.05088383649639887
2967592064.852662,108005387.50442791,61400000.0,33418.412359240174,0.23376630735883328
140623546.42180496,108005387.50442791,61400000.0,7492.442420596018,0.012265111757848498
145932603.60087228,108005387.50442791,61400000.0,13691.995940310746,0.01253575397703098
216815264.8857562,108005387.50442791,61400000.0,10372.983897656724,0.02314078696971299
295529036.25117725,108005387.50442791,61400000.0,16591.412542804057,0.030576148398672693
14482755.734598871,108005387.50442791,61400000.0,922.6247536429568,0.001648683252574671
1959750998.675727,108005387.50442791,61400000.0,71521.38862928946,0.20483686103565835
236658328.67982808,108005387.50442791,61400000.0,15801.103238479413,0.028941256013999724
305641697.927246,108005387.50442791,61400000.0,24207.46264252025,0.043389837171213516
142096544.30209702,108005387.50442791,61400000.0,9688.94636953617,0.0146562443948048
1147710804.4420831,108005387.50442791,61400000.0,57637.83488679818,0.21409172978568872
184573623.5546792,108005387.50442791,61400000.0,10423.375448667357,0.027783819115618804
33337929.364846125,108005387.50442791,61400000.0,2333.6055945359994,0.004595103682530129
175532107.0602391,108005387.50442791,61400000.0,9723.966397927403,0.026067256763228235
2054755006.7280884,108005387.50442791,61400000.0,23602.881210393578,0.15360752436000588
87841814.40886426,108005387.50442791,61400000.0,6443.141724968695,0.008444604426949692
147871845.7879079,108005387.50442791,61400000.0,10159.848126845789,0.017935927280922404
233933370.74558893,108005387.50442791,61400000.0,16640.30899403117,0.03787560743585074
830790943.8564844,108005387.50442791,61400000.0,57610.493920590015,0.09745258635591006
197460130.25022182,108005387.50442791,61400000.0,8204.918798108984,0.03387973830337346
172776675.55024403,108005387.50442791,61400000.0,8517.281702383985,0.017000254276722613
41011516.44291428,108005387.50442791,61400000.0,3143.5086365911166,0.004646721123480616
60666065.32111795,108005387.50442791,61400000.0,2858.0175904788275,0.005801405495382026
49616705.3791941,108005387.50442791,61400000.0,2877.577321067143,0.0059068678314878114
86575693.1199196,108005387.50442791,61400000.0,4707.0335014488965,0.009430805481900988
152127974.83169898,108005387.50442791,61400000.0,8602.945211453594,0.01644501121254743
2868474943.9106684,108005387.50442791,61400000.0,34312.54153853793,0.23864125283035492
22626781.519680448,108005387.50442791,61400000.0,1248.5644225459885,0.0033251291722615696
32918418.944012474,108005387.50442791,61400000.0,2595.9025080355914,0.004376004085019247
115918192.92247365,108005387.50442791,61400000.0,7322.054030076304,0.012862440761854941
58494085.13697198,108005387.50442791,61400000.0,2530.65492484888,0.0074586878366164
31691315.464696094,108005387.50442791,61400000.0,1426.1156297822386,0.005173511182614346
374914294.5811043,108005387.50442791,61400000.0,16981.163611922304,0.0525386947169597
453574212.2166978,108005387.50442791,61400000.0,28421.539905022844,0.08076229657562403
37332269.504238814,108005387.50442791,61400000.0,2841.479431017599,0.005724189461793219
57097047.26572426,108005387.50442791,61400000.0,2991.2479307361536,0.005628945922176966
925241710.68043,108005387.50442791,61400000.0,48953.96504624908,0.13435359422163712
82829750.82230043,108005387.50442791,61400000.0,4574.900191288538,0.011591712069996641
21018140.211551208,108005387.50442791,61400000.0,1339.573918072599,0.002057155226472136
282595647.7551008,108005387.50442791,61400000.0,15257.336047626624,0.029592811886155097
290173275.2750492,108005387.50442791,61400000.0,20794.59534734238,0.029055574411724183
31915308.087140158,108005387.50442791,61400000.0,1758.8498452371687,0.0036123090344331666
200004829.23623055,108005387.50442791,61400000.0,9812.490419865582,0.02173446730052304
669920601.5607933,108005387.50442791,61400000.0,46306.21881043955,0.07908141743628758
59582566.37778048,108005387.50442791,61400000.0,2878.515347207607,0.005912340398558012
54201168.84523963,108005387.50442791,61400000.0,3595.1982586556524,0.007635102412744975
436045515.8957548,108005387.50442791,61400000.0,5018.792790924644,0.03735582866794726
121864256.39582035,108005387.50442791,61400000.0,6784.994259961189,0.017813388238622132
161419578.7755055,108005387.50442791,61400000.0,11953.60927363333,0.013227610293738095
236662332.7572086,108005387.50442791,61400000.0,12507.882682208485,0.023101489615242887
21858620.025773425,108005387.50442791,61400000.0,812.6232088342583,0.0037826191130182923
100210698.85162419,108005387.50442791,61400000.0,5700.154975475425,0.004533119458125206
46387449.20117299,108005387.50442791,61400000.0,3154.7659222521215,0.01060899089158633
125690415.81901076,108005387.50442791,61400000.0,5759.451130701059,0.01696718730274156
29309824.22789304,108005387.50442791,61400000.0,867.145439999377,0.0025023208280931806
666615071.9443119,108005387.50442791,61400000.0,35724.80475640668,0.13639508892801872
73781934.61946641,108005387.50442791,61400000.0,5867.080781398681,0.014270680718066538
584062028.9434193,108005387.50442791,61400000.0,35343.83617347442,0.06483171747782926
22588744.537170082,108005387.50442791,61400000.0,1106.6603807247986,0.002285423772490658
180141708.5022579,108005387.50442791,61400000.0,11868.934446012001,0.012171438653261785
388802493.9876956,108005387.50442791,61400000.0,30479.540373606327,0.04829734615106849
13587213.057376195,108005387.50442791,61400000.0,736.2020738308954,0.0018436915045722314
68602739.306805,108005387.50442791,61400000.0,4496.665627374698,0.005711041367493048
667090632.6974863,108005387.50442791,61400000.0,33710.84864622835,0.10415956163687294
1585413353.057019,108005387.50442791,61400000.0,106890.00515611231,0.3954672697672076
3064851371.465807,108005387.50442791,61400000.0,33678.4072226812,0.2372617869696564
147875469.90419465,108005387.50442791,61400000.0,9243.909317239879,0.017930101206749864
55664073.554903805,108005387.50442791,61400000.0,2576.9663341023966,0.010545095016466388
168760588.89869776,108005387.50442791,61400000.0,11268.23327179401,0.013770963319989008
49752173.46926741,108005387.50442791,61400000.0,3890.619588342423,0.00321322049117667
254200086.5247185,108005387.50442791,61400000.0,12642.570713778088,0.03001655741953342
267073315.73021197,108005387.50442791,61400000.0,16661.766260092314,0.029595166836850414
329237582.20656985,108005387.50442791,61400000.0,16026.477658819085,0.041818865165868704
394163253.4102676,108005387.50442791,61400000.0,22368.035803135448,0.08625340990934795
297356038.1301948,108005387.50442791,61400000.0,13519.96290078384,0.025619713771832392
449285405.2708217,108005387.50442791,61400000.0,24728.45884239075,0.045562785274825435
300705458.9194601,108005387.50442791,61400000.0,16133.974600440899,0.05780864767778132
236726965.8111732,108005387.50442791,61400000.0,15481.24114042407,0.027209692958452634
3351447970.7415037,108005387.50442791,61400000.0,129755.49953076374,0.5644633640690058
183397037.8753269,108005387.50442791,61400000.0,10910.18576378494,0.020661462849132957
3832961704.755827,108005387.50442791,61400000.0,40764.55436117744,0.2426242111521802
1365608241.650135,108005387.50442791,61400000.0,68387.14643237702,0.2208629410938216
229712465.53045517,108005387.50442791,61400000.0,15728.244451120872,0.027250860087884486
119232259.37445284,108005387.50442791,61400000.0,6751.873848800882,0.015385981547557409
1543545173.0531936,108005387.50442791,61400000.0,65419.39066603653,0.21671589975685526
89255913.98257184,108005387.50442791,61400000.0,4339.414046979809,0.014692463808818276
3351004280.8214016,108005387.50442791,61400000.0,33534.01965051488,0.23527766831318547
48886857.52047928,108005387.50442791,61400000.0,2502.1930229448794,0.0042838047329079925
47763945.435661845,108005387.50442791,61400000.0,2182.7353956210973,0.0051355625246576764
28550869.01797331,108005387.50442791,61400000.0,1395.8217963592913,0.0029088219251153864
215689820.42083007,108005387.50442791,61400000.0,12591.088117168572,0.018273901824216825
673797642.6722393,108005387.50442791,61400000.0,40212.34357344046,0.14873848400436696
1268605254.9778392,108005387.50442791,61400000.0,77199.18191238238,0.28715669324771254
38467802.371903375,108005387.50442791,61400000.0,2215.0952504882425,0.003924822867186446
119880211.34829798,108005387.50442791,61400000.0,7090.441784589037,0.0173125463405969
777185693.6028805,108005387.50442791,61400000.0,31002.751281603178,0.08404257973673929
69015814.19487098,108005387.50442791,61400000.0,4650.4926942241,0.00918967557726759
572349023.0537763,108005387.50442791,61400000.0,36508.77941654877,0.06397966429660697
342569623.95021534,108005387.50442791,61400000.0,24606.111525148022,0.044818693584543254
50253314.37034239,108005387.50442791,61400000.0,2278.745719329978,0.005499110779218916
194480091.7746526,108005387.50442791,61400000.0,15215.113125727572,0.01949993389290755
157245664.1128704,108005387.50442791,61400000.0,10355.864222105814,0.019021335275277662
29219101.474204745,108005387.50442791,61400000.0,1582.207920404523,0.0027983060774427167
23567267.77862311,108005387.50442791,61400000.0,1456.9359549546612,0.0029582718766757565
112352475.14761738,108005387.50442791,61400000.0,7165.283080643505,0.007121690207862385
139822435.8543387,108005387.50442791,61400000.0,9250.417044230293,0.01795573206593512
122189826.46551302,108005387.50442791,61400000.0,7590.479683177495,0.014826056594196335
85074970.82139269,108005387.50442791,61400000.0,6714.295989945458,0.013439063950588151
444195979.4574299,108005387.50442791,61400000.0,21100.476881413975,0.05929850367964759
195079360.99206594,108005387.50442791,61400000.0,6221.783360048255,0.021052139029143994
106324738.85714902,108005387.50442791,61400000.0,8809.762273696662,0.010311715795450045
3429643957.3168244,108005387.50442791,61400000.0,34846.124310552645,0.24235883530469812
96333202.76885828,108005387.50442791,61400000.0,4758.38534656177,0.018429994718052678
719528271.9554648,108005387.50442791,61400000.0,46672.06273053351,0.08038915846478814
850068677.1777725,108005387.50442791,61400000.0,58244.696741450345,0.10001893082798027
155195578.4966858,108005387.50442791,61400000.0,7243.863671295359,0.02722751888764633
129327994.10147934,108005387.50442791,61400000.0,9601.220836969296,0.037405669383488625
81498447.83031991,108005387.50442791,61400000.0,3657.8276119598977,0.012095001210874689
38627268.86725375,108005387.50442791,61400000.0,2452.869532773878,0.007235842145588974
106352302.62482676,108005387.50442791,61400000.0,6134.791073293014,0.012066898778470246
318263135.58811367,108005387.50442791,61400000.0,16854.33707883524,0.061725604543348765
3497440.1435084296,108005387.50442791,61400000.0,200.61200161194216,0.0004316843990349262
3469025.103512331,108005387.50442791,61400000.0,199.45418640875502,0.0004249295538541597
215389121.17756242,108005387.50442791,61400000.0,13519.96290078384,0.025619713771832392
70858597.66512977,108005387.50442791,61400000.0,2891.8183635475225,0.012201853667947198
440204363.51546836,108005387.50442791,61400000.0,35046.01229323841,0.061909205455639216
120518825.05716196,108005387.50442791,61400000.0,5536.529212363203,0.01693201618528247
60348115.84955731,108005387.50442791,61400000.0,2806.4726124728304,0.011293814959135371
505135060.4563321,108005387.50442791,61400000.0,17966.34513239351,0.04049035615100557
93317138.06096871,108005387.50442791,61400000.0,5774.47422265898,0.013242627975699169
429164554.89024574,108005387.50442791,61400000.0,24375.812834918812,0.04301519283501878
73152810.80282734,108005387.50442791,61400000.0,4939.954466411045,0.009536143477111776
3563149280.197442,108005387.50442791,61400000.0,33960.456016536555,0.24071508167101294
55002434.01573912,108005387.50442791,61400000.0,3002.5136005073145,0.005993620806788384
123810857.97184664,108005387.50442791,61400000.0,7636.730028037085,0.019741906641889816
385033954.9154465,108005387.50442791,61400000.0,24527.189142325195,0.04453378492783103
108871887.78636889,108005387.50442791,61400000.0,6539.563365397287,0.010262227172180513
638149119.871527,108005387.50442791,61400000.0,16001.29792065169,0.059570513537981006
63844316.44807939,108005387.50442791,61400000.0,5744.741980566384,0.004943682769640442
91519467.16974796,108005387.50442791,61400000.0,4747.017561438826,0.009647831083756293
78385981.86415435,108005387.50442791,61400000.0,3866.056493131313,0.004732568473016268
104210100.02018091,108005387.50442791,61400000.0,8168.475877839675,0.009595179006264054
257604895.9989049,108005387.50442791,61400000.0,11686.70241248669,0.0385658405775546
1359411684.9666908,108005387.50442791,61400000.0,79329.20446398036,0.28941089184132884
430451399.82963127,108005387.50442791,61400000.0,24621.759185629457,0.0939073841391485
85797066.68916982,108005387.50442791,61400000.0,4424.607160617321,0.01687894326866378
852857465.8576307,108005387.50442791,61400000.0,56234.8294411115,0.21118131146979727
31269857.44798612,108005387.50442791,61400000.0,2268.839786810984,0.004422871737494661
98931505.94163035,108005387.50442791,61400000.0,6131.624348703825,0.012054250378446763
4532665.577236085,108005387.50442791,61400000.0,341.7287508619608,0.0003629073388104985
631620032.8344113,108005387.50442791,61400000.0,32328.0614408524,0.1081165950516213
193817236.01880038,108005387.50442791,61400000.0,15877.305107753342,0.026873186551673523
142602194.1781119,108005387.50442791,61400000.0,7843.036073290748,0.020527663093600868
2759082851.687507,108005387.50442791,61400000.0,33700.869217800464,0.23756272880823934
26327785.471289728,108005387.50442791,61400000.0,961.6334580847666,0.004505156023717281
1405243639.4130769,108005387.50442791,61400000.0,16910.432815385997,0.11131554029445781
58795389.1576899,108005387.50442791,61400000.0,2851.0524805588634,0.005768423227578863
89647067.89411421,108005387.50442791,61400000.0,5189.48805869168,0.011571092200362725
713412330.2080282,108005387.50442791,61400000.0,52733.45894959178,0.08220316771172687
2561211455.5196996,108005387.50442791,61400000.0,33828.46910165917,0.2391592221194156
248381843.6923538,108005387.50442791,61400000.0,12599.254683470457,0.021990538421071876
122062409.23453593,108005387.50442791,61400000.0,7476.285647129446,0.014382403403334168
674561333.8770293,108005387.50442791,61400000.0,8209.964273805337,0.06170321177545529
116962448.31030214,108005387.50442791,61400000.0,6107.756422715433,0.011959496449779592
568674421.1146078,108005387.50442791,61400000.0,26224.14496616306,0.09983829713225445
508350301.0105533,108005387.50442791,61400000.0,32167.614512727632,0.05312629959399365
59168948.26605021,108005387.50442791,61400000.0,3205.924717800588,0.007416734385776218
517920156.7327298,108005387.50442791,61400000.0,5723.206358645124,0.04026810151179851
213301306.32858124,108005387.50442791,61400000.0,11089.066006397095,0.029107394964575085
341305522.0398475,108005387.50442791,61400000.0,22221.7474973447,0.03464204799117713
721270502.4234216,108005387.50442791,61400000.0,58091.202308181244,0.09916973647425514
81039533.97497612,108005387.50442791,61400000.0,3798.590216156531,0.007841558140985834
23144739.638716757,108005387.50442791,61400000.0,1185.423404862447,0.0031612375569769055
1762964080.5442443,108005387.50442791,61400000.0,109592.72153961612,0.39865202168613484
70562762.42225665,108005387.50442791,61400000.0,5020.436531349311,0.006416203740891132
4562816.497720241,108005387.50442791,61400000.0,251.23248471496487,0.0004940852855702028
53289730.03650175,108005387.50442791,61400000.0,2877.579466268152,0.005906880346870796
43665421.6492316,108005387.50442791,61400000.0,2849.9871429404157,0.005763371985639063
3402771711.8237123,108005387.50442791,61400000.0,34140.59349307241,0.24030687955155572
98880760.44292727,108005387.50442791,61400000.0,6336.336415286615,0.02567587501286036
2918559.2518270602,108005387.50442791,61400000.0,155.7539725463509,0.0001711670345435447
26268844.123916723,108005387.50442791,61400000.0,1987.6616115521301,0.004100323551654093
38759410.08403449,108005387.50442791,61400000.0,1991.8400771546953,0.00412470126595668
125619364.44737712,108005387.50442791,61400000.0,7067.982351208878,0.011067959520354935
611328926.0030723,108005387.50442791,61400000.0,34783.332595699016,0.060971178360208586
22970810.63819004,108005387.50442791,61400000.0,1399.3047435588408,0.002929141894175198
129195682.31929392,108005387.50442791,61400000.0,6143.933571327878,0.012104211922456792
47248724.337953635,108005387.50442791,61400000.0,1929.5491067716266,0.005791660204214968
3504394029.977968,108005387.50442791,61400000.0,33567.313804296566,0.23572653962550236
192226874.5624975,108005387.50442791,61400000.0,9960.229348587702,0.03846508785253507
76171625.86691673,108005387.50442791,61400000.0,4547.109553114479,0.006706386106607585
189471985.9905035,108005387.50442791,61400000.0,11810.338648159679,0.01593778994689639
134369792.30812263,108005387.50442791,61400000.0,7187.1193302937045,0.01713115201426479
972741570.7207175,108005387.50442791,61400000.0,39625.76498112954,0.14850074597825283
645281443.7630455,108005387.50442791,61400000.0,35310.035072455896,0.05863300695932249
2203608657.5161233,108005387.50442791,61400000.0,107746.16940570364,0.398478933800388
108702128.11065364,108005387.50442791,61400000.0,7614.360006890434,0.014922810929663823
186044415.97860417,108005387.50442791,61400000.0,9952.22056856448,0.02436333499625214
48732313.98520256,108005387.50442791,61400000.0,2693.766762768948,0.009019007728525407
718882076.4441034,108005387.50442791,61400000.0,7855.729438571021,0.058247130777741025
229364292.23375514,108005387.50442791,61400000.0,13304.168004815416,0.019827461992757277
76109462.07947186,108005387.50442791,61400000.0,4517.946736478314,0.01729521783708396
1895708133.725929,108005387.50442791,61400000.0,140498.41125773906,0.44967874890797493
162881647.74580607,108005387.50442791,61400000.0,13777.652548361653,0.01298892995248823
197281527.81741124,108005387.50442791,61400000.0,14530.570258199177,0.019923439452532665
124605779.23873547,108005387.50442791,61400000.0,5968.659809808716,0.014311542797542959
550413809.345147,108005387.50442791,61400000.0,9217.653535177233,0.05469760052150661
632960657.8222662,108005387.50442791,61400000.0,40916.49531412346,0.07119493599138263
508846639.89943165,108005387.50442791,61400000.0,21759.771665704662,0.05946873941008557
155748252.63076842,108005387.50442791,61400000.0,8149.732084222102,0.015872328863358702
101091342.13085768,108005387.50442791,61400000.0,6945.292078761544,0.012596449664117
3942146020.464609,108005387.50442791,61400000.0,89747.10108688506,0.3288278549209823
62606787.51911083,108005387.50442791,61400000.0,2933.0971569751246,0.010120540645608363
1687494346.9928389,108005387.50442791,61400000.0,16601.166342195032,0.1096784958623917
10750824.524988402,108005387.50442791,61400000.0,460.8583225915328,0.001112333342367242
621038076.7495506,108005387.50442791,61400000.0,34757.532823984,0.06087829292359382
68643359.3671008,108005387.50442791,61400000.0,4243.206926463594,0.00510697265815838
466741011.62062615,108005387.50442791,61400000.0,5191.711319287439,0.036472132128875845
22970586.248196922,108005387.50442791,61400000.0,1019.199766300647,0.003987074816714126
68896899.55301365,108005387.50442791,61400000.0,3946.5808521418116,0.011209460114794458
120191767.9702852,108005387.50442791,61400000.0,4646.720822389629,0.013555442832345643
831273749.6274698,108005387.50442791,61400000.0,55099.82774149325,0.13569579937411266
420348544.45435804,108005387.50442791,61400000.0,25104.247637403314,0.046403672325066724
253543205.84919032,108005387.50442791,61400000.0,13423.353819820619,0.025258074823126656
297182052.2830961,108005387.50442791,61400000.0,13513.985465548158,0.025597152548930607
33253159.630352225,108005387.50442791,61400000.0,1949.0221830005667,0.0038432714425350404
36713877.7454514,108005387.50442791,61400000.0,2009.5867000068658,0.007489387265362267
162463494.41403073,108005387.50442791,61400000.0,5870.83789352806,0.0238959795413093
36384574.12438835,108005387.50442791,61400000.0,1969.7436235848388,0.004000462894871243
20930720.046352506,108005387.50442791,61400000.0,1342.839345248721,0.0013846526809593645
582489712.7906201,108005387.50442791,61400000.0,25084.468830902708,0.08862099120172606
16014996.765171917,108005387.50442791,61400000.0,629.422967153791,0.0021089067052205814
212028491.9490282,108005387.50442791,61400000.0,15366.29927723752,0.01959312429318382
50531328.16282766,108005387.50442791,61400000.0,2017.0314895570327,0.006631955904773949
49481434.29934485,108005387.50442791,61400000.0,1903.033631170883,0.0074439949343309015
94481036.21952504,108005387.50442791,61400000.0,5636.68458240555,0.010437399191633497
366223114.7641069,108005387.50442791,61400000.0,27870.590612194796,0.04811383568902214
32438936.568070754,108005387.50442791,61400000.0,1984.2335620413653,0.004080323862883836
181554571.60173392,108005387.50442791,61400000.0,2542.067509728331,0.014942125813988096
83571049.64796525,108005387.50442791,61400000.0,5441.2104272626575,0.007874780723742161
464943355.7453147,108005387.50442791,61400000.0,24817.64997449552,0.04557417288938017
387673300.26962864,108005387.50442791,61400000.0,22435.734773441345,0.052578702924674696
3084941869.5313754,108005387.50442791,61400000.0,120414.00186982096,0.43351661662282204
48430991.59862684,108005387.50442791,61400000.0,2635.5934097118297,0.004627193089053054
954126275.2211697,108005387.50442791,61400000.0,57865.13661019555,0.09836356404960142
12744971.685371408,108005387.50442791,61400000.0,706.7765777493635,0.00128947115523399
1871118707.3014069,108005387.50442791,61400000.0,101153.67552412505,0.37454820687440454
92492771.34863058,108005387.50442791,61400000.0,5609.765779432296,0.008675447668168286
91393571.4625801,108005387.50442791,61400000.0,3996.8305002345505,0.017934488380606677
80437256.52764419,108005387.50442791,61400000.0,3513.2809018504777,0.014837779754266048
40053093.48859532,108005387.50442791,61400000.0,2295.8320468938664,0.009661589404563022
126885693.88345344,108005387.50442791,61400000.0,9504.000037446678,0.00912164448749616
115317972.35790765,108005387.50442791,61400000.0,4900.385978394292,0.019121207537342543
108991541.55095208,108005387.50442791,61400000.0,10731.20065381399,0.0112385207395157
105690053.81765081,108005387.50442791,61400000.0,6479.268120040017,0.013592132612709033
1658007609.8723533,108005387.50442791,61400000.0,108669.75841843712,0.4032353623589211
498469477.0591465,108005387.50442791,61400000.0,24416.34482234805,0.044135568781610346
507448181.4816769,108005387.50442791,61400000.0,25442.072250013483,0.0488390109778801
3133106680.516496,108005387.50442791,61400000.0,37272.52060688947,0.24404313860684218
829719389.8039057,108005387.50442791,61400000.0,54731.20971749776,0.08763642060015468
70673066.44244924,108005387.50442791,61400000.0,5854.779597197055,0.01564119236875452
34875192.799105115,108005387.50442791,61400000.0,1609.0316298755,0.0070015637653333615
756027235.7234137,108005387.50442791,61400000.0,27821.39586096126,0.07082241591563775
521382090.398534,108005387.50442791,61400000.0,33423.298192991024,0.05132104527010567
48436775.76316514,108005387.50442791,61400000.0,4120.457007880956,0.006377730960746664
474105144.2209804,108005387.50442791,61400000.0,30231.287138765285,0.04875217747960381
1783484390.931439,108005387.50442791,61400000.0,93931.36888245185,0.35339434823059024
8255070.008406229,108005387.50442791,61400000.0,578.4388866619246,0.0012404962564305862
2898183893.4286366,108005387.50442791,61400000.0,34187.61910080454,0.24184563717495747
920866254.3947196,108005387.50442791,61400000.0,53883.68199694607,0.09239106399817444
72410093.52618107,108005387.50442791,61400000.0,3770.9208236072745,0.014286060760653273
69714692.46866423,108005387.50442791,61400000.0,2932.6111172906517,0.012534296562860496
3639001965.09582,108005387.50442791,61400000.0,43783.36433350346,0.25883356753491366
1906478534.5255084,108005387.50442791,61400000.0,73369.82227441482,0.3176669752189605
106019851.14248896,108005387.50442791,61400000.0,4118.664665818686,0.01735685772230527
20811928.31785439,108005387.50442791,61400000.0,909.6418975061586,0.002402327366461905
54902756.69718307,108005387.50442791,61400000.0,3432.3789226981044,0.0066291928310911385
220773998.9140359,108005387.50442791,61400000.0,15311.532642746315,0.02625011851846031
40721011.053604715,108005387.50442791,61400000.0,893.5578685679639,0.0038765577523923148
3432481077.812356,108005387.50442791,61400000.0,33765.543073963636,0.2378718229495857
2732288554.7008553,108005387.50442791,61400000.0,45127.614478439704,0.2226366014453417
394522232.1261403,108005387.50442791,61400000.0,24626.419018842542,0.04489226206527913
176376555.77358735,108005387.50442791,61400000.0,9242.773569669433,0.017925622224289485
213785193.0391862,108005387.50442791,61400000.0,14835.22221124835,0.01698277315525346
145724310.52541375,108005387.50442791,61400000.0,7610.901447495236,0.014908751815275694
224357406.62300235,108005387.50442791,61400000.0,14615.191654093309,0.03794958597659388
2210099266.6929994,108005387.50442791,61400000.0,35799.144309741816,0.24123145136063195
52489096.696442015,108005387.50442791,61400000.0,3774.040018043021,0.011896618565040096
72564593.56440406,108005387.50442791,61400000.0,5037.590053324409,0.01284752066607291
140767787.43797255,108005387.50442791,61400000.0,7726.867951215692,0.015071878288102365
143267588.0765357,108005387.50442791,61400000.0,4240.8617653699985,0.010956249017435924
101479302.13821724,108005387.50442791,61400000.0,5130.930651799958,0.015600671348937823
