A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2
75,328.4468588533082,1.5,0.234358737257472,31.146741420342646,1.5,0.4215880829166316,228.74047992452864,1.0,0.746654803651899,41.58586209101938,1.0,0.7300634829139855,64.21121109083626,1.0,0.0338647246866481,1.5,3.5,1.5
8,333.15238852489364,1.0,0.1868870643321868,106.1026036874964,1.5,0.1743596720311542,291.8742646727206,10.0,0.2041512146004271,302.6702303662151,1.0,0.9279454657643248,160.65615291597993,10.0,0.2010634565057505,3.5,2.5,1.5
103,76.61480492543888,1.5,0.2989129908961444,170.6592973274799,10.0,0.9506285509138044,194.1229375670752,10.0,0.149553727573736,98.75366571917706,1.0,0.8106477553301065,33.48474136427086,1.5,0.1053345046719368,3.5,2.5,4.5
100,83.93160297801317,1.5,0.5591520052424913,299.0251437262723,1.5,0.2781032682805668,197.84478772444027,10.0,0.1561670939748816,110.0068120720126,1.0,0.7104298134379143,302.75398990468415,1.0,0.3376996096147445,3.5,2.5,4.5
